11	U89744	11/14/2019 8:38:04 AM	N24422 N25287 N39121 N41777 N58226 N119 N29197 N33727 N45189 N13480 N14167 N53494 N26040 N18094 N51458 N48222 N3812 N22561 N58264 N59289 N16541 N35488 N55141 N7534 N48423 N45794 N18939 N57967 N41832 N55051 N63411 N2533 N50748 N52631 N58090 N5092 N49689 N12349 N13057 N56638 N4885 N58997 N23554 N25604 N13286 N61342 N8448 N24578 N10417 N4693 N57528 N28149 N12215 N52145 N7132 N306 N8331 N11405 N28088 N49526 N42620 N55556 N25885 N38105 N43608 N62058 N8629 N22260 N27023 N8959 N63658 N16710 N55911 N10888 N2735 N53428 N8519 N4654	N47572-0 N45523-0 N64560-0 N53245-0 N8509-0 N51951-0 N37185-0 N23814-0 N7901-0 N26220-0 N45590-0 N12028-0 N61296-0 N61811-0 N51853-0 N38483-0 N12606-0 N57451-0 N57426-0 N36626-0 N2578-0 N38442-0 N11817-0 N39399-0 N46159-0 N62395-0 N47624-0 N25165-0 N23184-0 N47205-0 N27789-0 N32641-0 N40559-0 N54291-0 N45509-0 N36249-0 N50107-0 N34600-0 N4510-0 N18553-0 N52520-0 N64685-0 N49180-0 N40109-0 N55712-0 N20240-0 N36689-0 N6477-0 N31050-0 N7873-0 N19647-0 N9623-0 N7476-0 N61787-0 N3123-0 N49712-0 N2957-0 N47151-0 N41172-0 N14547-0 N9720-0 N64606-0 N40130-0 N5048-0 N27192-0 N43522-0 N50754-0 N48340-0 N29739-0 N44698-0 N35393-0 N48064-0 N18850-0 N55548-0 N10960-0 N47248-0 N34048-0 N32519-0 N2787-0 N35387-0 N38652-0 N3418-0 N21701-0 N2046-0 N13657-0 N31679-0 N39389-0 N61623-0 N64096-0 N18059-0 N26944-0 N53960-0 N496-0 N61622-1 N25949-0 N64840-0 N25160-0 N13979-0 N46923-0 N42803-0 N47098-0 N37020-0 N48017-0 N706-0 N999-0 N33240-0 N38311-0 N64721-0 N3167-0 N16344-0 N28767-0 N48705-0 N49956-0 N63796-0 N47006-0 N61852-0 N8657-0 N40676-0 N57034-0 N60619-0 N59469-0 N22750-0 N38779-0 N64258-0 N4807-0 N41387-0 N35989-0 N57591-0 N61497-0 N64094-0 N53296-0 N20770-0 N20428-0 N43670-0 N7112-0 N19915-0 N23749-0 N51489-0 N37774-0 N46821-0 N36252-0 N10812-0 N8242-0 N62894-0 N56777-0 N32791-0 N38512-0 N4066-0 N30550-0 N33212-0 N4642-0 N15307-0 N33883-0 N30071-0 N51194-0 N57713-0 N6216-0 N17529-0 N47231-0 N30035-0 N50490-0 N23805-1 N27476-0 N32567-0 N22407-0 N32425-0 N50872-0 N10840-0 N32798-0 N63550-0 N54752-0 N53861-0 N3431-0 N12446-0 N38023-0 N35131-0 N1539-0 N54348-0 N6866-0 N33576-0 N19376-0 N26286-0 N11940-0 N33831-0 N64446-0 N23877-0 N61588-0 N44342-0 N63174-0 N62933-0 N29212-0 N12020-0 N33120-0 N23134-0 N48613-0 N48832-0 N14170-0 N17865-0 N1940-0 N51133-0 N22457-0 N23162-0 N47748-0 N3038-0 N58573-0 N23189-0 N43460-0 N59022-0 N51570-0 N58836-0 N64691-0 N5930-0 N11796-0 N20356-0 N50372-0 N61408-0 N15811-0 N23446-0 N22880-0 N29517-0 N15269-0 N58133-0 N46477-0 N20824-0 N42860-0 N25108-0 N55555-0 N19195-0 N21712-0 N12124-0 N59385-0 N36624-0 N56051-0 N24686-0 N39446-0 N37908-0 N54501-0 N9135-0 N49498-0 N36226-0 N30085-0
12	U10045	11/13/2019 9:22:33 AM	N52865 N22570 N37481 N55189 N16158 N63276 N15087 N10270 N54807 N56447 N53209 N32670 N62055 N62396 N45824 N21851 N62283 N37835 N23163 N54305 N51180 N34380 N61005 N44442 N56175 N53033 N1406 N4408 N57364 N14437 N32027 N63306 N23554 N64395 N26606 N10679 N5211 N27164 N9441 N52196 N35685 N36068 N64456 N17463 N52227 N4745 N22929 N3933 N4607 N5019 N49990 N14137 N21428	N59673-0 N34876-0 N14592-0 N53470-0 N39010-0 N51048-0 N47061-0 N64094-0 N4913-0 N35233-0 N13907-0 N26795-0 N28213-0 N287-0 N21420-1 N22417-0
13	U92486	11/11/2019 5:52:04 AM	N45388 N14238 N28467 N24724 N56446 N770 N20933 N36229 N32089 N15034 N51147 N14340 N4020 N65169 N57737 N20121 N21628 N33622 N6231 N40545 N61319 N46354 N28660 N29819 N9460 N53052 N27106 N14662 N14972 N27644 N50343 N6154 N2805 N38821 N28058 N1455 N57318 N1398 N4524 N62545 N18445 N24591 N8160 N63642 N31820 N31801 N50015 N44007 N23614 N30160 N60936 N7132 N10671 N11673 N58625 N64467 N28088 N12349 N50049 N28711 N42620 N51464 N52692 N51616 N42583 N43955 N58801 N33771 N35554 N14588 N6785 N8285 N46795 N57239 N22032 N14349 N33771 N17371 N41218 N2735 N2052 N58601	N25138-0 N61214-0 N62570-0 N36712-0 N15830-0 N40071-0 N27581-0 N53017-0 N48606-0 N10169-0 N54300-0 N30188-0 N43073-1 N46309-0 N62599-0 N53318-0 N63538-0 N47067-0 N31679-0 N53111-0 N56193-0 N54397-0 N22549-0 N63550-0 N61320-0 N43432-0 N42965-0 N32144-0 N37833-0 N57090-0 N12028-0 N9475-0 N40431-0 N35729-0 N54038-0 N4912-0 N33632-0 N27473-0 N26376-0 N47035-0 N35937-0 N36703-0 N56774-0 N29001-0 N50469-0 N58549-0 N18870-0 N11830-0 N25414-0 N28047-0 N14531-0 N40300-0 N49030-0 N61006-0
14	U29155	11/14/2019 12:26:47 PM	N60785 N11885 N38939 N25114 N44984 N4830 N20680 N40373 N60184 N60184 N16292 N47175 N8448 N10417 N36353 N37681 N48076 N306 N37131 N32008 N61249 N11855 N33503 N46085 N59139 N30612 N3280 N13138 N46267 N46267 N47687 N44416 N42137 N1843 N48621 N25258 N60985 N42128 N19660 N43955 N59923 N12576 N21317 N50372 N65204 N34167 N41244 N25062 N37586 N36387 N53017 N28257 N40785 N23784	N44698-0 N37204-0 N36612-0 N64174-0 N29212-0 N37673-0 N6477-0 N17031-0 N21077-0 N1539-0 N55943-1 N36226-0 N8373-1 N18529-0 N24109-0 N38733-0 N45523-0 N25966-0 N59267-0 N41387-0 N25165-0 N16439-0 N6837-0 N38442-0 N57081-0 N29735-0 N9944-0 N64305-0 N32759-0 N23446-0 N31679-0 N12446-0 N59951-0
15	U63162	11/12/2019 5:08:36 PM	N59774 N56853 N63248 N22479 N10340 N59469 N36593 N61070 N30827 N6576 N63554 N62285 N11163 N50258 N15122 N58091 N30974 N39235 N37123 N21019 N32109 N61005 N3057 N21389 N12709 N50479 N22614 N25158 N30103 N42791 N3057 N58744 N54449 N47922 N55051 N59359 N64554 N13912 N2183 N13225 N57318 N19347 N40526 N53118 N56444 N56290 N54842 N63889 N28074 N6285 N43374 N62471 N19874 N41298 N43595 N64467 N51457 N51503 N2018 N12785 N56438 N8237 N61972 N31099 N2078 N64983 N31802 N29561 N22627 N43595 N54536 N40442 N35458 N16344	N42977-0 N29468-0 N14726-0 N18887-0 N45704-0 N52662-0 N27601-0 N46607-0 N25624-0 N19318-0 N3123-0 N7821-0 N27289-0 N50389-0 N33677-0 N20811-0 N35738-0 N39317-0 N20495-1 N33212-0 N38512-0 N54003-0 N166-0 N11511-0 N7121-0 N261-0 N37320-0 N30920-0 N27560-0 N55065-0 N61404-0 N18947-0 N64851-0 N13974-0 N51255-0 N36186-0 N49556-0 N53084-0 N33005-0 N62920-0 N7328-0 N6056-0 N16096-0 N29715-0 N38309-0 N20678-0 N60932-0 N59469-0 N22457-0 N15506-0 N50415-0 N2823-0 N12608-0 N44422-0 N51808-0 N28357-0 N36516-0 N17059-0 N25088-0 N33261-0 N7419-0 N33240-0 N55132-0 N30475-0 N31978-0 N47412-0 N64745-0 N23081-0 N26262-0 N20178-0 N23590-0 N20915-0 N62386-0 N2169-0 N6890-0 N51954-0 N60272-0
16	U17841	11/11/2019 10:53:09 AM	N41089 N3577 N59496 N18086 N56175 N56630 N13893 N45794 N56537 N5978 N11727 N54435 N40716 N7499 N9803 N34934 N20109 N10417 N63180 N619 N60850 N11005 N995 N32852 N59254 N40944 N40640 N6750 N21720 N27919 N61186 N55556 N46795 N18870 N38495 N42570 N17681 N22816 N32268	N39587-0 N19542-1 N53214-0 N33848-0 N31763-0 N52622-0 N7128-0 N36621-0 N61359-0 N29001-0 N51241-0 N7328-0 N57853-0 N61623-0 N5370-0 N59407-0 N7041-0 N55689-0
17	U8312	11/10/2019 8:18:43 AM	N22545 N44559 N32893 N33571 N4614 N56446 N56447 N32208 N42470 N26176 N21817 N54522 N61813 N62209 N28624 N5283 N55742 N27526 N55064 N33740 N16190 N43627 N60956 N21899 N51810	N1604-0 N1034-0 N64916-0 N61145-0 N14520-0 N56051-0 N39758-0 N57097-0 N61022-1 N55353-0 N26706-0 N48657-0
18	U11306	11/11/2019 4:29:18 AM	N18064 N38868 N60340 N31801 N39778 N54842 N11005 N29867 N33502 N40509	N20811-0 N44399-0 N38783-0 N50005-0 N36703-0 N53318-0 N28382-0 N15761-0 N54161-0 N53302-0 N46972-0 N49879-0 N63550-1 N28668-0 N61623-0 N16280-0 N58020-0 N29017-0 N41578-0 N1920-0 N43083-0 N40065-0 N53431-0 N52446-0 N29840-0 N15855-0 N25437-0 N53296-0 N53008-0 N33872-0 N33981-0 N23254-0 N43528-0 N5791-0 N21519-0 N56517-0 N7128-0 N10969-0 N57030-0 N35907-0 N40171-0 N28773-0 N29854-0 N16043-0 N43202-0 N11821-0 N41842-0 N5288-0 N12042-1 N17104-0 N47401-0 N15830-0 N49252-0 N43309-0 N53017-0 N56227-0 N24686-0 N12325-0 N63646-0 N58885-0 N4295-0 N29696-0 N39587-0 N4663-0 N36273-0 N18708-0 N21342-0 N26607-0 N10804-0 N28862-0 N28047-0 N28578-0 N57527-0 N55411-0 N61320-0 N12430-0 N21707-0 N46258-0 N30135-0 N62570-0 N40300-0 N43432-0 N35388-0 N8922-0 N3541-0 N13051-0 N5370-0 N36509-0 N61006-0 N27441-0 N41698-0 N56061-0 N3506-0 N24176-0 N37833-0 N62599-0 N54038-0 N52683-0 N61822-0 N7535-0 N50314-0 N4247-0 N9475-0 N33985-0 N62093-0 N25623-0 N58549-0 N58553-0 N22371-0 N5783-0 N47061-0 N28091-0 N50469-0 N28204-0 N21309-0 N23935-0 N56278-0 N40356-0 N28947-0 N13341-0 N54283-0 N37870-0 N53111-0 N6379-0 N37332-0 N18613-0 N48606-0 N15435-0 N31273-0 N34930-0 N26130-0 N24821-0 N25212-0 N2869-0 N15020-0 N8061-0 N5171-0 N30529-0 N44324-0 N12831-0 N8555-0 N21758-0 N18405-0 N30184-0 N13369-0 N209-0 N9158-0 N28324-0 N53343-0 N47889-0 N54595-0 N29128-0 N46309-0 N35106-0 N19043-0 N50575-0 N61688-0 N62729-0 N47851-0 N12028-0 N32087-0 N47099-0 N6819-0 N20224-0 N52600-0 N18340-0 N54868-0 N26376-0 N26952-0 N11830-0 N47067-0 N36964-0 N47235-0 N23085-0 N29218-0 N6342-0 N51169-0 N47229-0 N29069-0 N19099-0 N34099-0 N56193-0 N48510-0 N28614-0 N22664-0 N31041-0 N50389-0 N26084-0 N35738-0 N17482-0 N16809-0 N49030-0 N31037-0 N23784-0 N42266-0 N14531-0 N30989-0 N43502-0 N4912-0 N31370-0 N22942-0 N29839-0 N195-0 N11483-0 N62804-0 N1914-0 N48350-0 N42614-0 N36712-0 N5043-0 N61145-0 N57005-0 N29196-0 N35729-1 N54397-0 N44737-0 N54300-0 N18870-0 N48578-0 N5497-0 N33347-0 N45561-0 N10754-0 N37250-0 N43415-0 N48759-0 N39461-0 N6932-0 N3392-0 N31763-0 N53901-0 N49685-0 N990-0 N27143-0 N2886-0 N32144-0 N241-0 N40431-0 N61742-0 N9652-0 N56598-0 N63958-0 N55645-0 N52203-0 N62667-0 N25414-0 N21915-0 N3992-0 N30188-0 N27473-0 N6926-0 N27581-0 N23060-0 N17340-0 N29001-0 N1774-0
19	U38627	11/13/2019 11:18:10 AM	N21136 N306 N26026 N2309 N36530	N4642-0 N26025-0 N4913-0 N287-1 N39010-0 N51048-0 N21420-0 N34876-0 N13907-0 N59673-1 N47061-0
20	U47654	11/13/2019 10:24:24 AM	N56461 N4304 N39041 N871 N44559 N28296 N41944 N41665 N8122 N39235 N20792 N55951 N8834 N50328 N787 N18873 N32312 N15538 N54435 N24441 N28926 N619 N18285 N4526 N43142 N12306 N63161 N62714 N11855 N28711 N38105 N26364 N6376 N44928 N28324 N22558 N45269 N13797 N24830 N37651	N21420-0 N61623-0 N32519-0 N61760-0 N23162-0 N43587-0 N34048-0 N53443-0 N16314-0 N22442-0 N49483-0 N6066-0 N32381-0 N59761-0 N36184-0 N22880-0 N41387-0 N30085-0 N59673-0 N41929-0 N52294-0 N50601-0 N16804-0 N26795-0 N20746-0 N47061-0 N7431-0 N33501-0 N13907-0 N64094-0 N34876-0 N23547-0 N12839-0 N3841-0 N12377-0 N64228-0 N39949-0 N39010-0 N53470-0 N43386-0 N13930-0 N33-0 N50302-0 N37793-0 N35233-0 N26649-1 N23008-0 N62563-0 N4913-0 N20428-0 N7754-0 N29536-0 N28523-0 N24458-0 N26262-0 N42143-0 N51187-0 N22417-0 N18862-0 N287-0 N14592-0 N37185-0 N19592-0 N61032-0 N15719-0 N31050-0 N62894-0 N33361-0 N36660-0 N57426-0 N2046-0 N51048-0 N9720-0 N15279-0 N23824-0 N22215-0 N49001-0 N48077-0 N53861-0 N13471-0 N29340-0 N60186-0 N36638-0 N50415-0 N21701-0 N41165-0 N103-0 N7419-0 N11869-0
21	U70879	11/14/2019 10:45:51 AM	N47823 N44013 N17354 N26531 N22570 N16215 N29849 N42989 N57147 N47069 N64952 N27448 N45589 N8391 N52109 N41252 N32299 N51111 N30847 N43369 N63221 N65219 N39647 N64408 N14607 N39584 N32187 N29316 N63740 N2234 N42208 N28296 N20742 N57537 N54793 N50890 N7203 N36699 N61598 N42946 N34595 N49513 N29197 N33969 N13361 N60333 N24131 N63054 N47954 N41433 N50467 N61018 N46194 N36030 N45896 N33704 N51180 N26119 N45896 N57783 N28144 N49528 N16513 N54826 N57109 N25732 N46909 N42664 N3124 N42359 N29851 N37920 N59691 N3471 N28425 N35 N1506 N64706 N38585 N61388 N52652 N3388 N39084 N28058 N9012 N40809 N45909 N45954 N40467 N33389 N53385 N38562 N30374 N15587 N42358 N31111 N13400 N15587 N17764 N34140 N5905 N49495 N62940 N47309 N44109 N26504 N17032 N41797 N54655 N17542 N60826 N3086 N23035 N56596 N45199 N45433 N7132 N63161 N33742 N50837 N43595 N63272 N41896 N57340 N15788 N20004 N36530 N64214 N57987 N39380 N62058 N7172 N52921 N50580 N34865 N20567 N52921 N10799 N60858 N62738 N28862 N22816	N38442-0 N50601-0 N36016-0 N42457-0 N23446-0 N48407-0 N38779-0 N13981-0 N4156-0 N25966-0 N32567-0 N47098-0 N53237-0 N31769-0 N48410-0 N45523-0 N3726-0 N24109-0 N13005-0 N10960-0 N59267-0 N15574-0 N39683-0 N19318-0 N47572-0 N36003-0 N25444-0 N62227-0 N62894-0 N21037-0 N58152-0 N51195-0 N49284-0 N30648-0 N37204-0 N65027-0 N32641-0 N62318-0 N61483-0 N12627-0 N496-0 N60231-0 N56211-0 N33005-0 N20676-0 N18529-0 N29212-0 N42670-0 N56573-0 N38215-0 N5582-0 N38869-0 N55943-0 N35815-1 N64305-0 N16931-0 N39907-0 N28962-0 N23814-0 N44698-0 N42803-0 N36226-0 N22257-0 N36182-0 N54752-0 N50004-0 N23805-0 N40109-0 N35094-0 N42698-0 N34185-0 N9621-0 N34668-0 N31893-0 N38404-0 N35393-0 N6390-0 N9135-0 N34869-0 N30172-0 N6477-0 N23028-0 N6837-0 N64543-0 N62992-0 N34492-0 N58569-0 N65202-0 N59462-0 N43445-0 N46283-0 N58660-0 N52069-0 N21297-0 N30920-0 N53615-0 N45317-0 N57081-0 N4162-0 N51553-0 N25165-0 N50872-0 N19019-0 N61296-0 N41387-0 N21428-0 N55275-0 N14713-0 N20576-0 N28072-0 N16439-0 N6787-0 N50619-0 N10552-0 N10616-0 N32015-0 N38490-0 N53515-0 N48613-0 N1539-0
22	U80798	11/9/2019 2:23:59 PM	N17952 N25740 N8794 N61864 N19736 N55846 N44013 N12889 N3500 N10059 N39043 N28818 N719 N51741 N40019 N23628 N24889 N47485 N5056 N19152 N52946 N33617 N37378 N14340 N5034 N61704 N44399 N52648 N19638 N18164 N49481 N47170 N5290 N47525 N61864 N46096 N33417 N848 N6156 N56514 N3909 N52626 N11101 N44052 N53216 N46023 N33861 N6622 N60362 N9798 N50752 N1300 N37920 N250 N8960 N57888 N16715 N9803 N53880 N42470 N47020 N59359 N30353 N57812 N56753 N60184 N13374 N61342 N5938 N10679 N32166 N24591 N34140 N29326 N32640 N31801 N11005 N5445 N62546 N16030 N47173 N31694 N63709 N40944 N30160 N16781 N27373 N42620 N4486 N11231 N13429 N14761 N43189 N33213 N32498 N51330 N42128 N14742 N4607 N11249 N44867 N33013 N49040 N31172 N57726 N381 N64273 N46811 N46811 N43778 N54168 N6767 N31143 N62959 N9867 N35671 N21970 N62801	N41881-0 N27845-0 N60374-0 N47020-1 N59852-0 N51398-0 N8929-0
23	U19722	11/13/2019 5:53:14 PM	N2028 N40613 N459 N27851 N59345 N55231 N12889 N46483 N879 N3500 N17403 N700 N48987 N7100 N20145 N7048 N8552 N36676 N10815 N871 N64408 N13679 N9680 N63260 N61449 N26978 N59231 N32483 N4020 N28419 N34627 N51706 N44361 N31057 N54698 N47525 N54822 N64591 N25577 N64314 N32663 N6154 N60340 N20792 N9226 N56630 N6622 N63429 N45794 N41404 N18905 N32312 N43781 N63258 N38802 N5978 N58090 N29276 N58264 N41616 N59359 N8676 N33092 N5902 N13850 N34590 N46131 N34323 N19706 N18355 N46616 N43142 N54522 N26746 N6831 N11231 N41926 N63855 N9674 N19660 N46473 N36271 N24150 N6915 N20575 N6767 N20602	N11769-0 N29517-0 N7121-0 N56548-0 N4642-0 N45509-0 N19776-0 N29553-0 N29536-0 N8084-0 N51195-0 N3957-0 N60550-0 N27417-0 N25088-0 N5652-0 N64305-0 N8509-0 N51048-0 N33831-0 N14547-0 N58114-0 N55268-1 N20356-0 N4510-0 N4404-0 N47717-0 N46477-0 N60186-0 N10746-0 N18312-0 N45742-0 N60678-0 N23864-0 N49483-0 N41612-0 N21420-0 N7618-0 N51287-0 N44249-0 N61623-0 N27869-0 N62563-0 N31948-0 N36266-0 N48705-0 N26081-0 N41172-0 N18059-0 N56214-0 N35047-0 N4066-0 N36261-0 N26262-0 N52662-0 N62933-0 N52471-0 N5597-0 N47346-0 N52554-0 N21701-0 N31893-0 N23081-0 N52294-0 N49956-0 N59186-0 N64252-1 N22417-0 N14029-0 N51194-0 N3431-0 N37437-0 N63106-0
24	U9306	11/12/2019 7:37:03 PM	N4099 N17953 N29177 N53636 N43295 N58936 N7714 N58226 N6167 N7442 N64742 N38939 N55805 N59546 N21117 N13008 N38824 N61432 N14644 N32893 N44495 N28081 N31896 N3508 N33617 N44399 N33998 N16290 N38659 N10865 N33969 N40912 N34522 N5290 N64185 N62904 N27094 N48038 N47558 N9899 N19630 N25577 N31193 N32020 N47729 N18030 N38298 N11101 N59053 N2805 N64775 N51299 N16292 N43524 N18275 N21177 N20592 N5663 N17990 N45794 N17966 N56486 N53531 N43175 N57789 N32312 N32402 N50671 N34920 N21019 N30698 N31801 N5521 N26714 N28074 N61249 N8201 N48076 N63709 N306 N53596 N61535 N41298 N4526 N60714 N40640 N40871 N23105 N28359 N39017 N30190 N8448 N28088 N51821 N39670 N13138 N2937 N36530 N1843 N5283 N14761 N42128 N19660 N51376 N32748 N18360 N60713 N57239 N37897 N60702 N55911 N44867 N25078 N52136 N62211 N42330 N14938 N62306 N61880 N29857 N10073 N20020	N20678-0 N61623-0 N18312-0 N22457-0 N50415-0 N27560-0 N3841-0 N33677-0 N49556-0 N4754-0 N19592-0 N63958-0 N5146-0 N44203-0 N6890-0 N60932-0 N7821-0 N33261-0 N33212-0 N60456-0 N36516-0 N37753-0 N14592-0 N17759-0 N58114-1 N55132-0 N12377-0 N61023-0 N14726-0 N18887-0 N849-0 N3123-0 N44422-0 N40003-0 N32589-0 N34579-0 N26262-0 N26673-0 N3663-0 N18947-1 N62366-0 N22320-0 N55606-0 N20178-0 N16096-0 N45704-0 N25881-0 N7419-0 N33240-0 N41113-0 N64851-0 N22407-0 N19444-0 N12029-1 N62386-0 N6857-0 N20495-0 N39317-0 N53886-0 N7121-1 N47717-0 N43102-0 N59385-0 N20915-0 N8687-0 N64745-0
25	U67119	11/12/2019 8:22:23 AM	N1322 N12194 N16715 N54834 N732 N14742 N17887 N46811 N279 N35671 N12608 N30295	N60105-0 N57319-0 N36789-0 N11793-0 N34998-0 N14184-0 N32182-1 N60252-0 N43519-0 N62360-0 N50675-0 N48046-0 N15315-0 N21656-0 N20069-0 N49180-0 N24423-0 N31978-1 N48019-0 N33619-0 N31947-0 N45890-0 N6056-0 N7319-0 N23547-0 N5516-0 N41020-0 N45551-0
26	U91678	11/11/2019 8:20:38 AM	N15415 N3680 N19638 N9155 N848 N16636 N1603 N13137 N54827 N23653 N16715 N54625 N13374 N60184 N39101 N52536 N32742 N23305 N35710 N18503	N35729-0 N42961-0 N55689-1 N13801-0 N27581-0 N32791-0 N59981-0
